image_id,source_dataset,crop,source_class,canonical_class,relative_path,sha256,width,height,resolution_tier,original_url_or_doi,license
FP-TOM-0015,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-1-_jpg.rf.c63f595ed639f9b3367a48c295dd73fd.jpg,a99da665fa2182ae91d7537f47997433f0f4f2900d7a5dd64675a5357b705b56,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0016,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-10-_jpg.rf.5a0c7988779d2430e4e982b71785dd51.jpg,c14639a1d9f287c64b76464fa69c4efa1650750bed200044566d2d2b82e201ee,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0017,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-11-_jpg.rf.0e7eba43189f8c8a9ccce2e23c5761e3.jpg,64e3fab75732f47d19ee87868b640432493f43850ecded3efede81c40705b0ca,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0018,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-13-_jpg.rf.3b10f6aa033b3264c5ad3826345c9bbe.jpg,f7f45c4d7c9e4101fceee90d1e4cc848b24a12d36b17ad25e0fa1711c289316d,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0019,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-14-_jpg.rf.ffb05ed6db47fc727d9434f9244e24c8.jpg,8a4fc928c7654e505164a44e7e6328c762341eed007f35d606dbc3812bab3e79,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0020,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-2-_jpg.rf.55b230794ba038d302936ac7618d8710.jpg,770a4a8957bc7974fdf263b61dd81d59ab274f69bd0c81a7744515dc05dad3fa,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0021,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-27-_jpg.rf.01da5f5dbf8728323ca4d03b64770701.jpg,5db07263dd95b0516f1998cc60c3a6c671774d6e4bc49e2f392206dd86936540,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0022,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-28-_jpg.rf.78b2258cbf3eb0b32c95d5e59b9edc81.jpg,541296b476c4396ac7a0f9c147c5bf73687c3a791bcac14fd53e483a21a60180,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0023,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-29-_jpg.rf.053d37dc63e2452f67879a4c6ec13769.jpg,f783c7d7cc8b2e11f2b4daa23e0520ebb7bdaedcb46d00ce8013effddb101abe,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0024,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-3-_jpg.rf.16708e41c8cae17c538784a3fb015108.jpg,560f0045a7f748ef4dbb4e7b1fa18483e27f1d97f58c08aa5f6b15c9d6f28567,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0025,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-12-_jpg.rf.823c4916b2d93f64593ee89ba56547c6.jpg,c2cee074ff3d535d3e7d462236c6f37a419e0135af578fc4bb4fad61e89d2e09,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0026,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf mosaic virus,tomato_mosaic_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_mosaic_virus/Tomate_Mosaique-17-_jpg.rf.bfee2a01a1c38d11af48aff895828fcc.jpg,e1f9f4795fb6497053d19d0d68bd58e941f34939ed3202ee6a44d556fceef24f,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0027,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112427_jpg.rf.c2d2ed46627288bd535187361532d4b7.jpg,240ef2db16e7841d21aa4da597efa6aef006ae5bfd582b8458253fdb18560fc2,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0028,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112852_jpg.rf.671e3b3d42a56eb871c667ca06b10505.jpg,a6ddbc0cd400c15235c4208b20574d87d77b2bfb174e0dd128aa820874e144e1,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0029,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220113044_jpg.rf.c52c3a0480f48502c7a7d14bed9b6157.jpg,579b9fe3c5d659dda09bacec3086ae9fca191444ffb5a13c8f41695790a3d03d,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0030,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220120444_jpg.rf.205ae27b4901a680bb58f64e15042102.jpg,9606dd18c3c01882c48d34eef111572cc7f5c65d5f68e9c0e2087e997b615489,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0031,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220132107_jpg.rf.6c09595997c79040fd2eca0a5fa01ebc.jpg,b00fe0660b2f85aae50add2f6f5ed0f7061b6a34eafe7b99cc73fd9c9cc35c5a,2448,3264,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0032,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111408_jpg.rf.4994a3bebe3d4f0ff03ba141ffacf005.jpg,cd57a88c6191cad95b7ca2866f600d7b658d5f1a3eddb96c55c4f274b4bcee37,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0033,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111412_jpg.rf.0e36445df292cc6fb4d7b2754658e427.jpg,e5f58f03abbff5de42e229ee8440c0cdec259dc3280125859c7db34e95730bab,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0034,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220111953_jpg.rf.d1e42829683e6c12410fd147eed7124a.jpg,c7538f3bbe3dffd4ce99296f59b1bf62f7e7811ab24a628800b6c565b8c8676f,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0035,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220111958_jpg.rf.9cff1071bcbde58027f0577d8ab79637.jpg,4e4c1924c7fc94ac3db0f50baa5567754a6f16d356df7191f7e5688438f4789f,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0036,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112415_jpg.rf.71c2f68e69a41ec7a15cd34dfbbc5692.jpg,9afbc8fa66baf2462bcf6f5a4814d011f54cd9baa57cdff0f7da60f2b2332bfc,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0037,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112417_jpg.rf.5d05807b974077f150fc27b74d3709d9.jpg,a0f609365b26b85b2624833d0a91bd8cc7be55abcad00136a0730373a32be334,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0038,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112420_jpg.rf.0d6ec2196f8a46ac4807ab13d790384c.jpg,602e170a7325107ab3bf09636827cf8a4b5c958337436750700d8e5f5059e4e4,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0039,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112430_jpg.rf.bbafbadbdc322fe841faff2bbf55416a.jpg,a8ab8e267697dd26bb931d07f421d2cb68a1a575e0b0a878dc428b907485bae7,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0040,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112434_jpg.rf.c37e141020f13ef75488bd4de26811f2.jpg,b715145ed4d879c93fafa11d1061815dce4b201516bb41731ad99496251c6900,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0041,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112440_jpg.rf.9cdcc594189ea7b157123f81eb92fafc.jpg,29d29d807d0207f229b1d62122a5208792bbedca0352c633dd41af9f1225fb2c,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0042,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112443_jpg.rf.41ef435ef032502517ab9ae96fdaae4c.jpg,5d7ac92140829405dd85fa11422e5388a6e855f1144ce1560dccf0d51bbe7bed,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0043,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112450_jpg.rf.d3cc67d8a138ea8110d76da85b817659.jpg,f63a9e21ebcac28115c259b036ebd6e23959a4391b2176851959a8ecfad1e063,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0044,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112849_jpg.rf.ce2cd73a8b617f172e2ed24f90fd71c0.jpg,b2bf4aedc3606c0546797b804de6502d26af81dcd2868b88a8bb9369d711cb3a,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0045,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112854_jpg.rf.57d4995eded8320c7706a928967a9e85.jpg,da3d7a54a7f9591a138a99328338d05ad25b34600e57a410486418c1da56b12d,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0046,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220112940_jpg.rf.159e1e9cbba656587a3dbbd379b39fc1.jpg,48cb4e2485966a918be524864970bfc0a2ec1f93a4abfcff510a2d26c1a5d0bb,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0047,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220113041_jpg.rf.6d8560b66ceac4150e7e6a47ce2d0907.jpg,08a376ed23f41152c1d9d84cabf2361409addf922ba0241791b57998d694b7ed,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0048,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220115719_jpg.rf.c54845d410181c5e8d72342e121e8eb0.jpg,367e6c5b7d400ab3b4bb9ecf093f57c483f549de599fdde5b7c61a5e58437696,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0049,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220120442_jpg.rf.7d45bb269e7b082698a0b2c41c58df3a.jpg,a90c60fa419b26af4f4907b0a479b97e85486e8578cd430cdcf45d9adcd42c82,3120,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0050,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220131934_jpg.rf.e8ec6cdf65b29a1d94d5843905659534.jpg,8c487221898a8019a039a829d5c99d55e592d9ed6dff2d72b39f371aae01cee3,2448,3264,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0051,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220131936_jpg.rf.b3814697951c2d2c00ccb85884073990.jpg,a32b0172a164bc5627ef1af3a486efd33ba15c9876730318fc8636ce344b3d1d,2448,3264,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0052,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220132022_jpg.rf.b69d5241250a7766f7442ebef11a167a.jpg,4efd762d1ac09305386808c292ad264b5f4dd969d9013894e8e83eb9ad760618,2448,3264,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0053,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220132027_jpg.rf.938a81a7ddf67e40346f626570719c25.jpg,54639388e82cc3e611a89b61985dfa2ad71b2b74bfe057c28a1246335ed94ca2,2448,3264,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0054,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG20221220132105_jpg.rf.f6f1523b992575bc2034024c05ddab45.jpg,93add4406308b15c35fee6a7a115c1a1d3f58f11568051b39064bc3f8c8c8fb3,2448,3264,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0055,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_105059_1_jpg.rf.d08e84e6787bd14e4b2a93f3c24eefae.jpg,623b511e89dfb19b6f45c4179c7c6e7fb4fa7c4fbd28b19fae76e730397eba14,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0056,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_105103_jpg.rf.2718a3a0ff3be4452374a669e00d75a5.jpg,3ed12bec2206343453bbeec5483f82ed0ac1ddd97d86d6c85acb88a112721c79,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0057,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_105112_1_jpg.rf.b515aabf1af2bac7f5f8cff02453bdd1.jpg,14580553cf621474d989cfcaec71714d6b25d8d6cdc5bc86ea6a659ce7a067f1,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0058,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_105119_1_jpg.rf.6d3c922faeb83b3d835024ca5f8ba006.jpg,049eb33d7b7c945601c3ed540f09cf6f718a2e4f96658bcfb46daa8afb5a83de,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
