file_path,class_label,class_index
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5159.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4983.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5027.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3548.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4469.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5404.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3252.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5451.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3452.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5250.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4540.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5145.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4103.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4595.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3310.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4031.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3577.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5231.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4166.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4104.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5051.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3335.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5462.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4272.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4479.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3882.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5512.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3345.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4448.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4675.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5307.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4847.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4516.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5632.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3432.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4652.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4032.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3312.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4472.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3435.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5046.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3870.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3949.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5615.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3506.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5436.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5186.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4253.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5018.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3478.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4613.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3346.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5499.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4515.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3952.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5220.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5500.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3261.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3584.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5117.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5585.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3341.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3875.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4177.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5597.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5173.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4819.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4433.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4063.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4667.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3592.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4394.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5294.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3554.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4243.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5321.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5511.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5043.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4241.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5274.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5031.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5663.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4438.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3234.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5057.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5455.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5521.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3306.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5417.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4082.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5225.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4555.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4137.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4893.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3921.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4749.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4678.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5489.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5397.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3318.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4519.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4553.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5208.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4552.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4033.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4976.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3583.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3423.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4139.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5671.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5409.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5439.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5416.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5291.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4236.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4212.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5212.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3556.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5545.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4758.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5520.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4255.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3370.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3928.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5654.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5481.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5305.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5482.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4842.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3850.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4928.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4125.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4601.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4835.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3362.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4979.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4804.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3853.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3298.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5572.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4129.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5122.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4074.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4645.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3338.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4117.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4879.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3958.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4035.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5156.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3896.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3480.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3911.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5586.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4631.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5267.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5448.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4085.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5681.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5556.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4616.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4961.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5461.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4650.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5176.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4136.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5623.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3895.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3555.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4507.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3323.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3854.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4986.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3899.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4430.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4637.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3872.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3461.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5216.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4926.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4122.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3368.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5486.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3241.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3538.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5358.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5165.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5584.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5266.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5293.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5529.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5181.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4708.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4424.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5343.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5209.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3948.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4544.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3524.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5083.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4603.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4822.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4422.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3912.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5425.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3321.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4648.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4828.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3440.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4192.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4846.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5317.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5614.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4153.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4482.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4815.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4426.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3292.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4197.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3442.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5387.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4036.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3903.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5518.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4218.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4889.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3935.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5025.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4499.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3549.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4517.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5103.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4898.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4751.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5538.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5085.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3498.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5516.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4465.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5426.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4736.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4043.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5007.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5067.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4579.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4612.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3275.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4608.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4942.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5108.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4068.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4150.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4140.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4485.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5526.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5273.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5452.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5110.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4673.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4946.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3917.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4700.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4434.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5097.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4161.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5081.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4518.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4525.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3355.JPG,murda complex,2
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5141.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5408.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5278.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4617.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3867.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5563.JPG,powdery mildew,4
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5369.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5243.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4718.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5011.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5465.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5388.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4567.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4591.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4660.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5415.JPG,cerocospora,0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3459.JPG,healthy,1
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4735.JPG,nutritional deficiency,3
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5235.JPG,cerocospora,0
