evaluation_track,crop,dataset,source_dataset,file_path,true_label,true_class_index,predicted_label,predicted_class_index,correct,confidence,true_class_probability,top_2_label,top_2_probability,top_3_label,top_3_probability,ground_truth_quality,error_type
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___healthy\pak_20130609_151253_zpsc7d93f62.jpg,Tomato___healthy,9,Tomato___Late_blight,2,False,0.9999394416809082,4.181824806437362e-07,Tomato___Tomato_Yellow_Leaf_Curl_Virus,5.4607797210337594e-05,Tomato___Early_blight,3.953275609092088e-06,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0068.jpg,Tomato___Leaf_Mold,3,Tomato___Late_blight,2,False,0.9999282360076904,6.502139271447049e-09,Tomato___Early_blight,3.871443186653778e-05,Tomato___Bacterial_spot,2.520121051929891e-05,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_sugarcane_to_tomato,Sugarcane Held-Out Test,D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf650.jpg,Cross-Crop: Sugarcane,-1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,False,0.999925971031189,0.0,Tomato___Leaf_Mold,3.687899879878387e-05,Tomato___Late_blight,3.6871337215416133e-05,N/A,CROSS_CROP_FALSE_ALARM
TRACK_D_UNRELATED,Tomato,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\messi5.jpg,Unrelated / Non-Leaf,-1,Tomato___Early_blight,1,False,0.9999227523803711,0.0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,4.9363283324055374e-05,Tomato___Late_blight,2.0520084945019335e-05,N/A,UNRELATED_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_HL__99_.jpg,Tomato___healthy,9,Tomato___Early_blight,1,False,0.9999148845672607,2.1901777613742013e-10,Tomato___Late_blight,8.51133227115497e-05,Tomato___Septoria_leaf_spot,2.250656550017993e-09,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Bacterial_spot\pd_real_Tomato_2BBacterial_2BSpot_2Bon_2BLeaves.jpg,Tomato___Bacterial_spot,0,Tomato___Early_blight,1,False,0.9999111890792847,5.6540934565418866e-06,Tomato___Late_blight,7.433188875438645e-05,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7.935277608339675e-06,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_chilli_to_tomato,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4669.JPG,Cross-Crop: Chilli,-1,Tomato___Early_blight,1,False,0.9998984336853027,0.0,Tomato___Bacterial_spot,9.773292549652979e-05,Tomato___Late_blight,3.4248687370563857e-06,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_mosaic_virus\pd_real_9511.img.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Early_blight,1,False,0.9998762607574463,2.1184720915435468e-14,Tomato___Late_blight,8.313808211823925e-05,Tomato___Target_Spot,4.049848212162033e-05,MEDIUM,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___healthy\pak_HL_(102).jpg,Tomato___healthy,9,Tomato___Early_blight,1,False,0.9998754262924194,1.6583286965854427e-09,Tomato___Late_blight,0.00011842363164760172,Tomato___Bacterial_spot,5.607651019090554e-06,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_grape_to_tomato,Grape Held-Out Test,D:\CropDiseaseProject\grape_2024\healthy\healthy406.jpg,Cross-Crop: Grape,-1,Tomato___Late_blight,2,False,0.9998458623886108,0.0,Tomato___Early_blight,0.00015209594857878983,Tomato___Septoria_leaf_spot,1.29084867239726e-06,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_Tomato-brown-rugose-fruit-virus-ToBRFV-infected-tomato-Solanum-lycopersicum-plants_Q320.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Early_blight,1,False,0.9998434782028198,1.1191360135159346e-14,Tomato___Late_blight,0.00010502217628527433,Tomato___Septoria_leaf_spot,2.9950166208436713e-05,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Grape,external_grape,GLDD-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Powdery Mildew\gldd_9fd44bee-07e8-4d30-ad53-f09e3bb5ba57_jpg.rf.37ba4093cf1a984e5c4a98f94ed2a49a.jpg,Powdery Mildew,6,Esca (Black Measles),3,False,0.99980229139328,8.514796867586938e-09,Leaf Blight,0.00018178609025198966,Healthy Leaves,1.294476260227384e-05,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_DSC02007.JPG.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9997642636299133,2.676609689444831e-08,Tomato___Early_blight,0.0002354136813664809,Tomato___healthy,2.6335061420468264e-07,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_tj5itxzunn3k.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9997610449790955,1.464949036744656e-05,Tomato___Early_blight,0.00020891643362119794,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1.464949036744656e-05,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_IMG_20251102_161626.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9997422099113464,1.2547507139970548e-06,Tomato___Early_blight,0.0001609189494047314,Tomato___healthy,7.20812677172944e-05,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pd_real_BIGSD.jpg,Tomato___Leaf_Mold,3,Tomato___Early_blight,1,False,0.9997125267982483,1.4897681467118673e-05,Tomato___Target_Spot,0.0001631765771890059,Tomato___Late_blight,9.121969196712598e-05,MEDIUM,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Early_blight\pak_1723454507692.jpg,Tomato___Early_blight,1,Tomato___Late_blight,2,False,0.9996756315231323,0.0001503187231719494,Tomato___Early_blight,0.0001503187231719494,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.00013415206922218204,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_5114949114265600-600x272.jpeg.jpg,Tomato___Bacterial_spot,0,Tomato___Late_blight,2,False,0.9996702671051025,7.5824182204087265e-06,Tomato___Early_blight,0.00032065960112959146,Tomato___Bacterial_spot,7.5824182204087265e-06,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Sugarcane,cross_crop_chilli_to_sugarcane,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5371.JPG,Cross-Crop: Chilli,-1,Pokkah Boeng,5,False,0.9996262788772583,0.0,Smut,0.000270858290605247,Rust (Brown Rust),6.978461897233501e-05,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Septoria_leaf_spot\pak_field_file96924.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Early_blight,1,False,0.9996142387390137,5.623960532830097e-07,Tomato___Late_blight,0.00038167223101481795,Tomato___Bacterial_spot,1.9821695786959026e-06,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_sugarcane_to_tomato,Sugarcane Held-Out Test,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (453).jpeg,Cross-Crop: Sugarcane,-1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,False,0.999530553817749,0.0,Tomato___Late_blight,0.0004684776649810374,Tomato___Early_blight,8.271048841379525e-07,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_fig1-2k11-163-165.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Late_blight,2,False,0.999523401260376,3.277894622399913e-10,Tomato___Early_blight,0.00040359326521866024,Tomato___Tomato_Yellow_Leaf_Curl_Virus,3.598396870074794e-05,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Sylhet-Tomato-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1109_JPG.rf.c085cca696ee85d4a648d110f49d96e7.jpg,Tomato___Target_Spot,6,Tomato___Late_blight,2,False,0.9995123147964478,7.052786088479479e-08,Tomato___Early_blight,0.0004640337429009378,Tomato___healthy,2.3585462258779444e-05,HIGH,MISCLASSIFICATION
TRACK_D_UNRELATED,Tomato,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\cards.png,Unrelated / Non-Leaf,-1,Tomato___Early_blight,1,False,0.9994088411331177,0.0,Tomato___Septoria_leaf_spot,0.0005563599988818169,Tomato___Bacterial_spot,3.0676561436848715e-05,N/A,UNRELATED_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_29994445671_b6914b44d0_b.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9993901252746582,7.364209977822611e-06,Tomato___healthy,0.000569213938433677,Tomato___Early_blight,1.7733456843416207e-05,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_chilli_to_tomato,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4145.JPG,Cross-Crop: Chilli,-1,Tomato___Early_blight,1,False,0.9993688464164734,0.0,Tomato___Late_blight,0.0006032657693140209,Tomato___Target_Spot,2.7760546799981967e-05,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155138.jpg,Tomato___Early_blight,1,Tomato___Late_blight,2,False,0.9993205070495605,0.0006792126223444939,Tomato___Early_blight,0.0006792126223444939,Tomato___healthy,2.842182595941267e-07,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Grape,external_grape,AI-Challenger-2018-Grape,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000006.jpg,Esca (Black Measles),3,Healthy Leaves,4,False,0.9993064403533936,0.00020395453611854464,Powdery Mildew,0.0004053767188452184,Esca (Black Measles),0.00020395453611854464,HIGH,MISCLASSIFICATION
TRACK_D_UNRELATED,Tomato,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\left01.jpg,Unrelated / Non-Leaf,-1,Tomato___Early_blight,1,False,0.9992190599441528,0.0,Tomato___Late_blight,0.00043890750384889543,Tomato___Spider_mites Two-spotted_spider_mite,0.00034080399200320244,N/A,UNRELATED_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Early_blight\pak_EB_(973).jpg,Tomato___Early_blight,1,Tomato___Late_blight,2,False,0.9991738200187683,0.0007706494652666152,Tomato___Early_blight,0.0007706494652666152,Tomato___Tomato_Yellow_Leaf_Curl_Virus,4.4601005356526e-05,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_mosaic_virus\pd_real_D_29AlfMov.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Late_blight,2,False,0.9991710186004639,6.024012018379654e-12,Tomato___healthy,0.0008200994343496859,Tomato___Tomato_Yellow_Leaf_Curl_Virus,6.065894922357984e-06,MEDIUM,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0045.jpg,Tomato___Leaf_Mold,3,Tomato___Late_blight,2,False,0.9991511106491089,5.525481014956313e-07,Tomato___Bacterial_spot,0.0004110009176656604,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.0002481410629115999,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_chilli_to_tomato,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3285.JPG,Cross-Crop: Chilli,-1,Tomato___Early_blight,1,False,0.9991142153739929,0.0,Tomato___Late_blight,0.0008046238217502832,Tomato___Leaf_Mold,3.2668696803739294e-05,N/A,CROSS_CROP_FALSE_ALARM
TRACK_D_CROSS_CROP,Tomato,cross_crop_chilli_to_tomato,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5237.JPG,Cross-Crop: Chilli,-1,Tomato___Early_blight,1,False,0.9991087317466736,0.0,Tomato___Late_blight,0.0007378493319265544,Tomato___Septoria_leaf_spot,9.6052375738509e-05,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_tomato-leaves-260nw-670831669.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Late_blight,2,False,0.9990699887275696,9.645775150834979e-11,Tomato___Early_blight,0.0007558356737717986,Tomato___healthy,0.00016110438446048647,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___healthy\pak_100_8283.jpg,Tomato___healthy,9,Tomato___Late_blight,2,False,0.9990367889404297,1.5629720850895978e-09,Tomato___Early_blight,0.000959599856287241,Tomato___Septoria_leaf_spot,1.8700684449868277e-06,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_tomato-fern-leaf-a-symptom-of-tmv-cmv-or-pepmv-virus-on-tomato-plants-h6ey8w.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Late_blight,2,False,0.9989871382713318,6.452183232141806e-09,Tomato___Septoria_leaf_spot,0.00047234573867172003,Tomato___Early_blight,0.0003533014969434589,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_BCH_20medium_20thumbnail_20for_20upload_20_2814_29.jpg,Tomato___Bacterial_spot,0,Tomato___Early_blight,1,False,0.9989657402038574,4.956550765200518e-05,Tomato___Late_blight,0.0006513605476357043,Tomato___Septoria_leaf_spot,0.0003263011167291552,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pd_real_90e2c0.jpg,Tomato___healthy,9,Tomato___Early_blight,1,False,0.9989566802978516,1.0697269914317076e-07,Tomato___Late_blight,0.0008367922273464501,Tomato___Septoria_leaf_spot,0.00017399447096977383,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_5146.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9989548921585083,2.0288071027607657e-05,Tomato___Early_blight,0.0008050730684772134,Tomato___Bacterial_spot,0.00013355309783946723,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_grape_to_tomato,Grape Held-Out Test,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight454.jpg,Cross-Crop: Grape,-1,Tomato___Early_blight,1,False,0.998950183391571,0.0,Tomato___Late_blight,0.0007087201811373234,Tomato___Target_Spot,0.0002857500221580267,N/A,CROSS_CROP_FALSE_ALARM
TRACK_D_CROSS_CROP,Sugarcane,cross_crop_tomato_to_sugarcane,Tomato Held-Out Test,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\16984239-2e67-407e-b600-4a3666500534___RS_Late.B 5182.JPG,Cross-Crop: Tomato,-1,Yellow Leaf Disease,10,False,0.9988466501235962,0.0,Healthy Leaves,0.0003465850022621453,Rust (Brown Rust),0.00030268478440120816,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Grape,external_grape,AI-Challenger-2018-Grape,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000015.jpg,Esca (Black Measles),3,Healthy Leaves,4,False,0.9988275170326233,0.0004295100225135684,Powdery Mildew,0.0006890390650369227,Esca (Black Measles),0.0004295100225135684,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_66e7583ebe11cf0bd06435e4167bd4fd.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Early_blight,1,False,0.998826801776886,0.0008169256616383791,Tomato___Septoria_leaf_spot,0.0008169256616383791,Tomato___Late_blight,0.00034555612364783883,HIGH,MISCLASSIFICATION
TRACK_D_UNRELATED,Grape,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\detect_blob.png,Unrelated / Non-Leaf,-1,Healthy Leaves,4,False,0.998805046081543,0.0,Leaf Blight,0.0006424709572456777,Esca (Black Measles),0.0005416544154286385,N/A,UNRELATED_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0114.jpg,Tomato___Leaf_Mold,3,Tomato___Late_blight,2,False,0.9987934827804565,3.2009773304197964e-11,Tomato___Septoria_leaf_spot,0.0007009417749941349,Tomato___Early_blight,0.00031253177439793944,MEDIUM,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_IMG_20251102_160553.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.998721182346344,1.033947501127841e-05,Tomato___Early_blight,0.0010276068933308125,Tomato___Septoria_leaf_spot,0.00015368638560175896,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Sugarcane,cross_crop_chilli_to_sugarcane,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5082.JPG,Cross-Crop: Chilli,-1,Pokkah Boeng,5,False,0.9987051486968994,0.0,Yellow Leaf Disease,0.0010612040059641004,Healthy Leaves,0.0001844623766373843,N/A,CROSS_CROP_FALSE_ALARM
